atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,W LN,W Key,L LN,L Key
279,2014-416,Rome Masters,Clay,56,M,20140511,44,105777,12,,Grigor Dimitrov,R,188,BUL,22.98973306,14,2200,104607,6,,Tomas Berdych,R,196,CZE,28.64887064,6,4600,6-7(3) 6-2 6-2,3,R16,145,8,2,89,58,48,15,14,2,3,7,3,99,62,42,17,14,8,13,Dimitrov,Dimitrov G.,Berdych,Berdych T.
280,2014-416,Rome Masters,Clay,56,M,20140511,45,105683,8,,Milos Raonic,R,196,CAN,23.37303217,10,2625,104542,11,,Jo Wilfried Tsonga,R,188,FRA,29.06776181,13,2235,7-6(5) 6-4,3,R16,108,7,3,80,50,38,19,11,5,5,6,1,64,40,30,17,11,3,4,Raonic,Raonic M.,Wilfried Tsonga,Wilfried Tsonga J.
281,2014-416,Rome Masters,Clay,56,M,20140511,46,104871,,,Jeremy Chardy,R,188,FRA,27.24435318,47,970,104471,,,Ivan Dodig,R,183,CRO,29.35523614,40,1055,6-3 6-2,3,R16,72,3,3,46,30,25,9,8,0,0,2,2,50,35,21,5,9,2,6,Chardy,Chardy J.,Dodig,Dodig I.
282,2014-416,Rome Masters,Clay,56,M,20140511,47,103970,5,,David Ferrer,R,175,ESP,32.10951403,5,5030,105208,,,Ernests Gulbis,R,190,LAT,25.69746749,17,1915,6-2 6-3,3,R16,71,3,1,51,36,27,8,8,5,6,7,4,54,34,22,3,9,1,6,Ferrer,Ferrer D.,Gulbis,Gulbis E.
283,2014-416,Rome Masters,Clay,56,M,20140511,48,104925,2,,Novak Djokovic,R,188,SRB,26.97330595,2,11030,104259,,,Philipp Kohlschreiber,R,178,GER,30.57084189,29,1280,4-6 6-2 6-1,3,R16,96,2,1,72,54,38,9,13,1,4,2,0,70,42,27,8,12,4,10,Djokovic,Djokovic N.,Kohlschreiber,Kohlschreiber P.
284,2014-416,Rome Masters,Clay,56,M,20140511,49,104745,1,,Rafael Nadal,L,185,ESP,27.93976728,1,12900,104918,7,,Andy Murray,R,190,GBR,26.99247091,8,3950,1-6 6-3 7-5,3,QF,161,6,1,86,61,41,13,14,6,10,5,4,98,63,44,11,14,8,12,Nadal,Nadal R.,Murray,Murray A.
285,2014-416,Rome Masters,Clay,56,M,20140511,50,105777,12,,Grigor Dimitrov,R,188,BUL,22.98973306,14,2200,103163,15,,Tommy Haas,R,188,GER,36.10677618,19,1835,6-2 RET,3,QF,36,2,0,24,15,11,8,4,2,2,0,0,32,23,11,5,4,6,8,Dimitrov,Dimitrov G.,Haas,Haas T.
286,2014-416,Rome Masters,Clay,56,M,20140511,51,105683,8,,Milos Raonic,R,196,CAN,23.37303217,10,2625,104871,,,Jeremy Chardy,R,188,FRA,27.24435318,47,970,6-3 5-7 6-2,3,QF,122,14,2,85,54,47,12,15,5,7,8,3,88,54,40,14,14,5,9,Raonic,Raonic M.,Chardy,Chardy J.
287,2014-416,Rome Masters,Clay,56,M,20140511,52,104925,2,,Novak Djokovic,R,188,SRB,26.97330595,2,11030,103970,5,,David Ferrer,R,175,ESP,32.10951403,5,5030,7-5 4-6 6-3,3,QF,152,3,2,97,60,41,20,16,3,6,2,0,92,59,38,17,15,8,12,Djokovic,Djokovic N.,Ferrer,Ferrer D.
288,2014-416,Rome Masters,Clay,56,M,20140511,53,104745,1,,Rafael Nadal,L,185,ESP,27.93976728,1,12900,105777,12,,Grigor Dimitrov,R,188,BUL,22.98973306,14,2200,6-2 6-2,3,SF,83,1,0,55,44,29,8,8,3,3,2,3,46,29,17,4,8,3,7,Nadal,Nadal R.,Dimitrov,Dimitrov G.
289,2014-416,Rome Masters,Clay,56,M,20140511,54,104925,2,,Novak Djokovic,R,188,SRB,26.97330595,2,11030,105683,8,,Milos Raonic,R,196,CAN,23.37303217,10,2625,6-7(5) 7-6(4) 6-3,3,SF,181,3,1,114,82,58,21,16,7,8,17,3,121,81,61,18,17,7,10,Djokovic,Djokovic N.,Raonic,Raonic M.
290,2014-416,Rome Masters,Clay,56,M,20140511,55,104925,2,,Novak Djokovic,R,188,SRB,26.97330595,2,11030,104745,1,,Rafael Nadal,L,185,ESP,27.93976728,1,12900,4-6 6-3 6-3,3,F,139,7,0,72,45,32,15,14,2,6,0,2,93,70,38,10,14,8,14,Djokovic,Djokovic N.,Nadal,Nadal R.
291,2014-451,Doha,Hard,32,A,20131230,1,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,1,13030,104586,,,Lukas Rosol,R,196,CZE,28.43531828,47,956,6-2 7-6(7),3,R32,104,3,3,76,52,35,14,10,4,5,3,2,84,48,27,19,10,3,6,Nadal,Nadal R.,Rosol,Rosol L.
292,2014-451,Doha,Hard,32,A,20131230,2,104735,,,Tobias Kamke,R,180,GER,27.61122519,74,663,104291,,WC,Malek Jaziri,R,185,TUN,29.94387406,168,312,6-3 6-4,3,R32,71,2,2,60,40,28,13,10,5,6,0,5,46,25,22,6,9,0,3,Kamke,Kamke T.,Jaziri,Jaziri M.
293,2014-451,Doha,Hard,32,A,20131230,3,103997,,,Lukasz Kubot,R,190,POL,31.62491444,72,686,104593,,,Daniel Gimeno Traver,R,185,ESP,28.39698836,77,650,6-4 6-3,3,R32,79,0,2,62,39,27,11,10,0,2,2,0,59,39,24,9,9,7,11,Kubot,Kubot L.,Gimeno Traver,Gimeno Traver D.
294,2014-451,Doha,Hard,32,A,20131230,4,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,24,1393,105554,,Q,Daniel Evans,R,175,GBR,23.60574949,150,346,6-2 4-6 6-0,3,R32,90,9,3,66,39,30,12,12,2,5,3,5,79,46,18,19,12,6,13,Gulbis,Gulbis E.,Evans,Evans D.
295,2014-451,Doha,Hard,32,A,20131230,5,103333,,,Ivo Karlovic,R,208,CRO,34.83641342,78,647,104607,4,,Tomas Berdych,R,196,CZE,28.28473648,7,4180,7-6(7) 7-6(4),3,R32,107,24,2,83,54,45,17,12,2,2,8,2,74,43,37,20,12,1,1,Karlovic,Karlovic I.,Berdych,Berdych T.
296,2014-451,Doha,Hard,32,A,20131230,6,104460,,Q,Dustin Brown,R,196,GER,29.05954825,111,506,104471,,,Ivan Dodig,R,183,CRO,28.99110198,33,1190,6-4 6-2,3,R32,56,5,3,47,30,25,10,9,1,2,6,3,58,32,19,10,9,3,7,Brown,Brown D.,Dodig,Dodig I.
297,2014-451,Doha,Hard,32,A,20131230,7,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,162,321,106233,,Q,Dominic Thiem,R,,AUT,20.32306639,139,410,7-5 6-0,3,R32,65,3,0,53,31,22,17,9,1,1,2,6,55,30,18,9,9,4,8,Gojowczyk,Gojowczyk P.,Thiem,Thiem D.
298,2014-451,Doha,Hard,32,A,20131230,8,104259,6,,Philipp Kohlschreiber,R,178,GER,30.20670773,22,1525,104665,,,Pablo Andujar,R,180,ESP,27.93429158,48,946,7-6(7) 6-2,3,R32,96,2,4,71,37,25,16,10,4,8,0,5,67,35,19,12,10,3,9,Kohlschreiber,Kohlschreiber P.,Andujar,Andujar P.
299,2014-451,Doha,Hard,32,A,20131230,9,104269,8,,Fernando Verdasco,L,188,ESP,30.12457221,30,1235,103835,,,Filippo Volandri,R,183,ITA,32.31759069,71,694,6-3 6-3,3,R32,67,3,3,57,42,33,6,9,5,6,0,1,55,38,20,8,9,3,7,Verdasco,Verdasco F.,Volandri,Volandri F.
300,2014-451,Doha,Hard,32,A,20131230,10,103812,,,Victor Hanescu,R,198,ROU,32.44353183,80,636,105311,,,Joao Sousa,R,,POR,24.75290897,49,934,6-3 6-2,3,R32,67,11,1,50,35,27,10,9,1,1,1,2,48,31,19,6,8,3,6,Hanescu,Hanescu V.,Sousa,Sousa J.
301,2014-451,Doha,Hard,32,A,20131230,11,104252,,,Florian Mayer,R,190,GER,30.23682409,40,1065,104308,,,Michal Przysiezny,R,185,POL,29.86995209,66,730,6-2 3-6 7-6(5),3,R32,125,6,0,99,64,42,17,14,6,10,8,5,101,57,41,19,15,7,12,Mayer,Mayer F.,Przysiezny,Przysiezny M.
302,2014-451,Doha,Hard,32,A,20131230,12,104918,3,,Andy Murray,R,190,GBR,26.62833676,4,5790,110476,,WC,Mousa Shanan Zayed,U,,QAT,19.8110883,2129,1,6-0 6-0,3,R32,37,3,3,32,20,20,4,6,0,0,0,2,34,16,4,5,6,3,9,Murray,Murray A.,Shanan Zayed,Shanan Zayed M.
303,2014-451,Doha,Hard,32,A,20131230,13,104755,5,,Richard Gasquet,R,185,FRA,27.53456537,9,3300,111444,,WC,Karim Hossam,R,,EGY,19.72895277,338,127,7-5 6-1,3,R32,68,0,0,51,36,28,7,10,2,5,3,0,49,27,14,9,9,1,7,Gasquet,Gasquet R.,Hossam,Hossam K.
304,2014-451,Doha,Hard,32,A,20131230,14,104792,,,Gael Monfils,R,193,FRA,27.32922656,31,1230,105053,,,Santiago Giraldo,R,188,COL,26.091718,69,703,7-6(1) 6-2,3,R32,78,9,3,55,37,32,12,10,0,0,2,0,68,42,27,13,10,7,9,Monfils,Monfils G.,Giraldo,Giraldo S.
305,2014-451,Doha,Hard,32,A,20131230,15,104978,,,Daniel Brands,R,196,GER,26.45585216,54,836,103786,,,Nikolay Davydenko,R,178,RUS,32.57768652,53,890,6-4 6-4,3,R32,80,8,1,74,54,37,14,10,5,5,0,5,66,51,34,5,10,5,7,Brands,Brands D.,Davydenko,Davydenko N.
306,2014-451,Doha,Hard,32,A,20131230,16,103970,2,,David Ferrer,R,175,ESP,31.74537988,3,5800,105238,,,Alexandr Dolgopolov,R,180,UKR,25.14442163,57,825,6-3 5-7 6-3,3,R32,124,2,1,92,66,42,13,15,5,9,2,1,98,63,37,15,15,5,11,Ferrer,Ferrer D.,Dolgopolov,Dolgopolov A.
307,2014-451,Doha,Hard,32,A,20131230,17,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,1,13030,104735,,,Tobias Kamke,R,180,GER,27.61122519,74,663,6-3 6-7(3) 6-3,3,R16,146,5,0,92,68,50,15,16,1,2,3,6,100,54,39,23,14,9,12,Nadal,Nadal R.,Kamke,Kamke T.
308,2014-451,Doha,Hard,32,A,20131230,18,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,24,1393,103997,,,Lukasz Kubot,R,190,POL,31.62491444,72,686,6-2 4-6 6-3,3,R16,129,12,3,87,64,44,14,14,3,5,1,3,105,65,38,21,13,12,16,Gulbis,Gulbis E.,Kubot,Kubot L.
309,2014-451,Doha,Hard,32,A,20131230,19,104460,,Q,Dustin Brown,R,196,GER,29.05954825,111,506,103333,,,Ivo Karlovic,R,208,CRO,34.83641342,78,647,3-6 7-6(13) 6-4,3,R16,109,4,4,91,61,47,18,15,0,2,21,3,110,80,61,13,16,4,6,Brown,Brown D.,Karlovic,Karlovic I.
310,2014-451,Doha,Hard,32,A,20131230,20,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,162,321,104259,6,,Philipp Kohlschreiber,R,178,GER,30.20670773,22,1525,7-6(4) 7-6(7),3,R16,101,7,0,80,47,36,20,12,1,3,4,0,81,47,32,21,12,0,2,Gojowczyk,Gojowczyk P.,Kohlschreiber,Kohlschreiber P.
311,2014-451,Doha,Hard,32,A,20131230,21,103812,,,Victor Hanescu,R,198,ROU,32.44353183,80,636,104269,8,,Fernando Verdasco,L,188,ESP,30.12457221,30,1235,4-6 7-6(0) 6-2,3,R16,117,3,0,96,76,57,11,15,3,4,4,4,85,60,42,16,15,1,3,Hanescu,Hanescu V.,Verdasco,Verdasco F.
312,2014-451,Doha,Hard,32,A,20131230,22,104252,,,Florian Mayer,R,190,GER,30.23682409,40,1065,104918,3,,Andy Murray,R,190,GBR,26.62833676,4,5790,3-6 6-4 6-2,3,R16,112,4,1,87,57,38,19,14,7,10,5,3,83,45,28,21,13,5,9,Mayer,Mayer F.,Murray,Murray A.
313,2014-451,Doha,Hard,32,A,20131230,23,104792,,,Gael Monfils,R,193,FRA,27.32922656,31,1230,104755,5,,Richard Gasquet,R,185,FRA,27.53456537,9,3300,6-2 7-5,3,R16,63,9,2,53,37,32,8,10,0,1,0,1,59,51,28,6,10,3,7,Monfils,Monfils G.,Gasquet,Gasquet R.
314,2014-451,Doha,Hard,32,A,20131230,24,104978,,,Daniel Brands,R,196,GER,26.45585216,54,836,103970,2,,David Ferrer,R,175,ESP,31.74537988,3,5800,6-4 7-5,3,R16,75,5,0,57,42,33,10,11,2,3,2,1,66,48,31,9,11,4,7,Brands,Brands D.,Ferrer,Ferrer D.
315,2014-451,Doha,Hard,32,A,20131230,25,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,1,13030,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,24,1393,7-5 6-4,3,QF,115,3,0,72,58,37,9,11,3,5,9,3,72,45,33,10,11,4,8,Nadal,Nadal R.,Gulbis,Gulbis E.
316,2014-451,Doha,Hard,32,A,20131230,26,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,162,321,104460,,Q,Dustin Brown,R,196,GER,29.05954825,111,506,6-3 3-6 7-6(5),3,QF,117,4,2,110,60,41,24,15,11,15,9,4,110,70,43,19,15,4,8,Gojowczyk,Gojowczyk P.,Brown,Brown D.
317,2014-451,Doha,Hard,32,A,20131230,27,104252,,,Florian Mayer,R,190,GER,30.23682409,40,1065,103812,,,Victor Hanescu,R,198,ROU,32.44353183,80,636,6-4 6-7(8) 6-4,3,QF,135,4,3,99,58,40,25,16,4,6,6,2,111,84,55,12,16,7,11,Mayer,Mayer F.,Hanescu,Hanescu V.
318,2014-451,Doha,Hard,32,A,20131230,28,104792,,,Gael Monfils,R,193,FRA,27.32922656,31,1230,104978,,,Daniel Brands,R,196,GER,26.45585216,54,836,6-2 6-1,3,QF,49,6,2,42,32,27,5,8,0,0,2,0,42,29,15,4,7,3,7,Monfils,Monfils G.,Brands,Brands D.
319,2014-451,Doha,Hard,32,A,20131230,29,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,1,13030,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,162,321,4-6 6-2 6-3,3,SF,120,5,2,72,46,35,11,13,1,4,1,4,84,46,29,17,14,10,16,Nadal,Nadal R.,Gojowczyk,Gojowczyk P.
320,2014-451,Doha,Hard,32,A,20131230,30,104792,,,Gael Monfils,R,193,FRA,27.32922656,31,1230,104252,,,Florian Mayer,R,190,GER,30.23682409,40,1065,6-3 6-2,3,SF,55,9,4,50,38,29,5,9,1,2,1,1,52,35,19,7,8,6,10,Monfils,Monfils G.,Mayer,Mayer F.
321,2014-451,Doha,Hard,32,A,20131230,31,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,1,13030,104792,,,Gael Monfils,R,193,FRA,27.32922656,31,1230,6-1 6-7(5) 6-2,3,F,120,2,0,82,63,46,16,14,4,5,13,4,87,63,42,11,13,6,11,Nadal,Nadal R.,Monfils,Monfils G.
322,2014-321,Stuttgart,Clay,28,A,20140707,1,104979,,,Andrey Golubev,R,185,KAZ,26.9596167,61,802,104332,,WC,Philipp Petzschner,R,185,GER,30.28610541,508,68,6-4 6-1,3,R32,80,6,4,63,30,23,17,9,3,4,0,5,64,30,20,13,8,7,11,Golubev,Golubev A.,Petzschner,Petzschner P.
323,2014-321,Stuttgart,Clay,28,A,20140707,2,106053,,Q,Philip Davydenko,U,,RUS,21.84257358,658,40,105641,,,Blaz Rola,L,,SLO,23.75359343,81,633,6-4 7-6(8),3,R32,100,2,2,82,61,44,9,11,2,3,5,4,82,46,32,17,11,3,5,Davydenko,Davydenko P.,Rola,Rola B.
324,2014-321,Stuttgart,Clay,28,A,20140707,3,105053,7,,Santiago Giraldo,R,188,COL,26.6091718,34,1135,106243,,Q,Mate Delic,R,,CRO,20.76933607,189,267,6-4 6-2,3,R32,62,2,1,52,35,26,11,9,1,2,2,0,52,31,18,11,9,2,6,Giraldo,Giraldo S.,Delic,Delic M.
325,2014-321,Stuttgart,Clay,28,A,20140707,4,104476,,LL,Louk Sorensen,R,175,IRL,29.49486653,236,206,104997,,,Igor Sijsling,R,190,NED,26.88569473,68,738,6-4 6-1,3,R32,50,9,1,45,31,27,7,9,1,2,2,1,51,30,17,10,8,6,10,Sorensen,Sorensen L.,Sijsling,Sijsling I.
326,2014-321,Stuttgart,Clay,28,A,20140707,5,105161,,Q,Yann Marti,R,173,SUI,26.0807666,232,210,105967,,LL,Henri Laaksonen,R,,SUI,22.26694045,259,184,7-5 6-4,3,R32,92,3,3,73,41,28,14,11,5,8,0,7,63,37,20,12,11,1,6,Marti,Marti Y.,Laaksonen,Laaksonen H.
327,2014-321,Stuttgart,Clay,28,A,20140707,6,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.09103354,32,1163,106065,,Q,Marco Cecchinato,R,,ITA,21.76591376,140,433,6-4 1-6 7-5,3,R32,122,2,4,88,61,41,13,14,6,10,2,2,97,69,44,13,15,8,12,Garcia Lopez,Garcia Lopez G.,Cecchinato,Cecchinato M.
328,2014-321,Stuttgart,Clay,28,A,20140707,7,104259,5,,Philipp Kohlschreiber,R,178,GER,30.72416153,26,1475,105526,,,Jan Lennard Struff,R,,GER,24.19986311,71,706,6-4 6-3,3,R32,74,2,1,64,37,24,16,9,4,5,0,4,65,38,24,12,10,5,9,Kohlschreiber,Kohlschreiber P.,Lennard Struff,Lennard Struff J.
329,2014-321,Stuttgart,Clay,28,A,20140707,8,104586,,,Lukas Rosol,R,196,CZE,28.95277207,48,900,100644,,WC,Alexander Zverev,R,,GER,17.2128679,285,163,7-6(7) 7-6(9),3,R32,103,5,1,86,54,43,16,12,1,3,6,8,93,54,35,24,12,2,4,Rosol,Rosol L.,Zverev,Zverev A.
330,2014-321,Stuttgart,Clay,28,A,20140707,9,104593,,,Daniel Gimeno Traver,R,185,ESP,28.91444216,94,587,105376,,,Peter Gojowczyk,R,185,GER,24.97741273,114,530,7-5 6-3,3,R32,79,6,1,57,26,19,22,11,0,1,4,11,75,41,30,14,10,3,6,Gimeno Traver,Gimeno Traver D.,Gojowczyk,Gojowczyk P.
331,2014-321,Stuttgart,Clay,28,A,20140707,10,105643,8,,Federico Delbonis,L,190,ARG,23.75359343,38,1084,104338,,,Juan Monaco,R,185,ARG,30.27241615,87,620,6-4 6-1,3,R32,80,3,7,74,41,31,17,9,7,8,1,1,52,36,19,8,8,5,9,Delbonis,Delbonis F.,Monaco,Monaco J.
332,2014-321,Stuttgart,Clay,28,A,20140707,11,103794,,,Benjamin Becker,R,178,GER,33.0568104,60,818,105332,,,Benoit Paire,R,196,FRA,25.16358658,79,635,3-6 6-2 6-2,3,R32,84,11,6,87,49,40,18,12,5,6,11,3,81,40,28,18,13,8,12,Becker,Becker B.,Paire,Paire B.
333,2014-321,Stuttgart,Clay,28,A,20140707,12,104919,,,Leonardo Mayer,R,188,ARG,27.14579055,47,919,103582,,WC,Michael Berrer,L,193,GER,34.01505818,127,486,2-6 6-3 7-6(5),3,R32,130,7,7,90,49,39,24,15,1,3,2,3,89,52,39,21,14,4,5,Mayer,Mayer L.,Berrer,Berrer M.
334,2014-321,Stuttgart,Clay,28,A,20140707,13,104926,1,,Fabio Fognini,R,178,ITA,27.1211499,15,2235,104979,,,Andrey Golubev,R,185,KAZ,26.9596167,61,802,6-4 6-4,3,R16,79,0,4,66,40,30,15,10,2,2,1,0,59,34,23,16,10,1,3,Fognini,Fognini F.,Golubev,Golubev A.
335,2014-321,Stuttgart,Clay,28,A,20140707,14,105053,7,,Santiago Giraldo,R,188,COL,26.6091718,34,1135,106053,,Q,Philip Davydenko,U,,RUS,21.84257358,658,40,6-1 6-7(5) 6-3,3,R16,116,2,1,88,67,53,12,15,2,4,1,1,101,74,46,11,13,11,16,Giraldo,Giraldo S.,Davydenko,Davydenko P.
336,2014-321,Stuttgart,Clay,28,A,20140707,15,105138,3,,Roberto Bautista Agut,R,,ESP,26.22861054,23,1625,104476,,LL,Louk Sorensen,R,175,IRL,29.49486653,236,206,6-3 1-6 6-1,3,R16,96,1,3,61,44,36,8,12,0,2,3,2,77,45,29,16,11,0,3,Bautista Agut,Bautista Agut R.,Sorensen,Sorensen L.
337,2014-321,Stuttgart,Clay,28,A,20140707,16,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.09103354,32,1163,105161,,Q,Yann Marti,R,173,SUI,26.0807666,232,210,7-6(13) 7-5,3,R16,125,9,2,91,58,40,15,12,7,10,3,6,90,49,33,19,12,8,12,Garcia Lopez,Garcia Lopez G.,Marti,Marti Y.
338,2014-321,Stuttgart,Clay,28,A,20140707,17,104586,,,Lukas Rosol,R,196,CZE,28.95277207,48,900,104259,5,,Philipp Kohlschreiber,R,178,GER,30.72416153,26,1475,7-5 7-6(5),3,R16,81,7,3,73,45,38,14,12,0,1,4,0,86,49,31,22,12,1,3,Rosol,Rosol L.,Kohlschreiber,Kohlschreiber P.
339,2014-321,Stuttgart,Clay,28,A,20140707,18,103852,4,,Feliciano Lopez,L,188,ESP,32.79397673,24,1545,104593,,,Daniel Gimeno Traver,R,185,ESP,28.91444216,94,587,6-7(3) 6-2 6-3,3,R16,107,7,1,78,50,36,22,14,0,1,5,2,113,69,45,21,15,9,14,Lopez,Lopez F.,Gimeno Traver,Gimeno Traver D.
340,2014-321,Stuttgart,Clay,28,A,20140707,19,105643,8,,Federico Delbonis,L,190,ARG,23.75359343,38,1084,103794,,,Benjamin Becker,R,178,GER,33.0568104,60,818,6-7(6) 6-4 6-4,3,R16,133,3,1,112,71,53,26,16,1,1,6,4,113,64,50,23,16,7,9,Delbonis,Delbonis F.,Becker,Becker B.
341,2014-321,Stuttgart,Clay,28,A,20140707,20,104022,2,,Mikhail Youzhny,R,183,RUS,32.03285421,22,1655,104919,,,Leonardo Mayer,R,188,ARG,27.14579055,47,919,6-1 6-1,3,R16,69,0,4,57,37,29,7,7,6,6,0,6,38,22,10,5,7,2,7,Youzhny,Youzhny M.,Mayer,Mayer L.
342,2014-321,Stuttgart,Clay,28,A,20140707,21,104926,1,,Fabio Fognini,R,178,ITA,27.1211499,15,2235,105053,7,,Santiago Giraldo,R,188,COL,26.6091718,34,1135,6-4 6-3,3,QF,81,2,3,61,34,25,18,10,1,1,3,0,63,42,31,8,9,4,6,Fognini,Fognini F.,Giraldo,Giraldo S.
343,2014-321,Stuttgart,Clay,28,A,20140707,22,105138,3,,Roberto Bautista Agut,R,,ESP,26.22861054,23,1625,104198,6,,Guillermo Garcia Lopez,R,188,ESP,31.09103354,32,1163,3-6 6-4 7-6(1),3,QF,158,3,4,99,66,42,22,16,1,5,12,7,108,54,41,24,15,8,11,Bautista Agut,Bautista Agut R.,Garcia Lopez,Garcia Lopez G.
344,2014-321,Stuttgart,Clay,28,A,20140707,23,104586,,,Lukas Rosol,R,196,CZE,28.95277207,48,900,103852,4,,Feliciano Lopez,L,188,ESP,32.79397673,24,1545,4-6 6-3 7-6(4),3,QF,115,11,2,109,56,46,27,16,6,8,16,4,84,57,48,12,15,1,3,Rosol,Rosol L.,Lopez,Lopez F.
345,2014-321,Stuttgart,Clay,28,A,20140707,24,104022,2,,Mikhail Youzhny,R,183,RUS,32.03285421,22,1655,105643,8,,Federico Delbonis,L,190,ARG,23.75359343,38,1084,7-6(2) 6-2,3,QF,101,4,2,66,44,34,15,10,3,3,2,4,88,52,31,22,10,13,15,Youzhny,Youzhny M.,Delbonis,Delbonis F.
346,2014-321,Stuttgart,Clay,28,A,20140707,25,105138,3,,Roberto Bautista Agut,R,,ESP,26.22861054,23,1625,104926,1,,Fabio Fognini,R,178,ITA,27.1211499,15,2235,6-3 6-4,3,SF,74,2,1,57,39,32,10,10,5,5,4,3,60,36,24,11,9,0,2,Bautista Agut,Bautista Agut R.,Fognini,Fognini F.
347,2014-321,Stuttgart,Clay,28,A,20140707,26,104586,,,Lukas Rosol,R,196,CZE,28.95277207,48,900,104022,2,,Mikhail Youzhny,R,183,RUS,32.03285421,22,1655,7-6(3) 6-2,3,SF,89,10,4,72,38,29,17,10,3,5,5,3,62,35,21,12,10,5,9,Rosol,Rosol L.,Youzhny,Youzhny M.
348,2014-321,Stuttgart,Clay,28,A,20140707,27,105138,3,,Roberto Bautista Agut,R,,ESP,26.22861054,23,1625,104586,,,Lukas Rosol,R,196,CZE,28.95277207,48,900,6-3 4-6 6-2,3,F,102,2,1,81,57,42,15,14,5,6,13,2,82,38,30,21,13,3,6,Bautista Agut,Bautista Agut R.,Rosol,Rosol L.
349,2014-6718,Bogota,Hard,28,A,20140714,1,105032,,,Samuel Groth,R,,AUS,26.73511294,99,581,108701,,WC,Juan Sebastian Cabal,U,,COL,28.21902806,,,6-3 6-7(10) 7-6(4),3,R32,141,22,6,110,68,56,19,17,2,4,11,8,119,78,54,22,16,5,8,Groth,Groth S.,Sebastian Cabal,Sebastian Cabal J.
350,2014-6718,Bogota,Hard,28,A,20140714,2,105166,,,Peter Polansky,R,180,CAN,26.07802875,130,457,104905,,Q,Nicolas Barrientos,R,175,COL,27.22245038,329,138,3-6 6-4 6-3,3,R32,84,9,4,78,50,37,15,14,4,7,1,1,82,57,34,14,14,1,5,Polansky,Polansky P.,Barrientos,Barrientos N.
351,2014-6718,Bogota,Hard,28,A,20140714,3,103607,8,,Victor Estrella,R,173,DOM,33.94661191,92,604,106228,,Q,Juan Ignacio Londero,R,,ARG,20.91170431,193,262,7-5 6-3,3,R32,81,6,0,67,39,29,15,11,1,3,1,1,57,30,16,16,10,3,7,Estrella,Estrella V.,Ignacio Londero,Ignacio Londero J.
352,2014-6718,Bogota,Hard,28,A,20140714,4,104864,,,Alex Kuznetsov,R,183,USA,27.43600274,155,362,105173,,,Adrian Mannarino,L,183,FRA,26.03969884,93,600,6-4 7-6(3),3,R32,91,9,3,70,39,33,18,11,1,1,3,2,67,45,32,15,11,1,2,Kuznetsov,Kuznetsov A.,Mannarino,Mannarino A.
353,2014-6718,Bogota,Hard,28,A,20140714,5,106071,,WC,Bernard Tomic,R,193,AUS,21.72758385,124,496,104736,,,Farrukh Dustov,R,196,UZB,28.14510609,140,415,6-3 6-3,3,R32,59,10,0,47,36,31,7,9,0,0,4,1,58,40,29,5,9,1,4,Tomic,Tomic B.,Dustov,Dustov F.
354,2014-6718,Bogota,Hard,28,A,20140714,6,104268,5,,Alejandro Falla,L,185,COL,30.66392882,54,853,105147,,,Tatsuma Ito,R,180,JPN,26.15468857,126,486,6-3 6-2,3,R32,59,7,5,58,32,28,11,9,6,7,2,3,42,22,14,8,8,2,6,Falla,Falla A.,Ito,Ito T.
355,2014-6718,Bogota,Hard,28,A,20140714,7,105292,6,,Alejandro Gonzalez,R,,COL,25.42915811,74,686,105539,,,Evgeny Donskoy,R,185,RUS,24.18069815,111,540,7-5 3-6 6-4,3,R32,140,7,4,102,58,45,17,16,5,9,7,1,103,64,37,22,15,3,7,Gonzalez,Gonzalez A.,Donskoy,Donskoy E.
356,2014-6718,Bogota,Hard,28,A,20140714,8,105217,,,Thiemo De Bakker,R,193,NED,25.81519507,147,398,110536,,Q,Kevin King,U,,USA,23.37303217,344,130,2-6 7-6(4) 6-3,3,R32,122,14,6,100,69,51,13,15,2,5,7,8,100,60,44,22,14,7,9,De Bakker,De Bakker T.,King,King K.
