Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Git_tourney_name,W_LN,L_LN,atp_key
1262,31,Paris,French Open,5/24/2010,Grand Slam,Outdoor,Clay,1st Round,5,Fish M.,Berrer M.,97,42,556,944,5,7,6,4,3,6,6,1,6,3,3,2,Completed,1.57,2.25,1.68,2.1,1.67,2.1,1.68,2.35,1.62,2.2,1.73,2.4,1.66,2.18,Roland Garros,Fish,Berrer,1
1263,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Zemlja G.,Monaco J.,141,25,366,1510,7,6,3,6,7,5,6,3,,,3,1,Completed,8,1.06,6.25,1.1,7,1.08,9.95,1.09,6.5,1.08,9.95,1.11,7.45,1.08,Roland Garros,Zemlja,Monaco,1
1264,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Kunitsyn I.,9,103,3645,491,6,4,6,2,6,2,,,,,3,0,Completed,1.02,12,1.05,8.5,1.02,11,1.04,17,1.03,10,1.05,17.65,1.03,12.1,Roland Garros,Verdasco,Kunitsyn,1
1265,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Gabashvili T.,Koellerer D.,114,111,453,465,6,2,6,2,6,1,,,,,3,0,Completed,1.53,2.37,1.55,2.35,1.5,2.5,1.65,2.43,,,1.65,2.55,1.56,2.37,Roland Garros,Gabashvili,Koellerer,1
1266,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Ginepri R.,Querrey S.,98,22,538,1675,4,6,7,6,6,4,6,2,,,3,1,Completed,4.5,1.16,4.8,1.16,4.5,1.17,4.85,1.23,5,1.14,5,1.23,4.46,1.19,Roland Garros,Ginepri,Querrey,1
1267,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Melzer J.,Sela D.,27,61,1495,780,7,5,6,2,6,4,,,,,3,0,Completed,1.11,6,1.15,5,1.1,6.5,1.14,7.14,1.1,6,1.15,7.14,1.12,5.88,Roland Garros,Melzer,Sela,1
1268,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Mahut N.,Zverev M.,154,142,312,361,6,1,6,2,6,4,,,,,3,0,Completed,1.66,2.1,1.65,2.15,1.67,2.1,1.61,2.49,1.73,2,1.73,2.5,1.65,2.18,Roland Garros,Mahut,Zverev,1
1269,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Starace P.,Marchenko I.,60,80,802,617,6,7,6,1,6,3,6,3,,,3,1,Completed,1.14,5,1.2,4,1.22,4,1.2,5.41,1.22,3.75,1.22,5.7,1.18,4.55,Roland Garros,Starace,Marchenko,1
1270,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Roddick A.,Nieminen J.,8,69,4600,707,6,2,4,6,4,6,7,6,6,3,3,2,Completed,1.16,4.5,1.22,4,1.22,4,1.25,4.55,1.22,3.75,1.26,5,1.21,4.22,Roland Garros,Roddick,Nieminen,1
1271,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Kavcic B.,Schwank E.,112,49,461,875,3,6,6,3,7,5,4,0,,,2,1,Retired,5,1.14,5.2,1.14,4.33,1.2,5.96,1.17,4,1.2,6,1.2,4.94,1.16,Roland Garros,Kavcic,Schwank,1
1272,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Kohlschreiber P.,Beck K.,35,85,1320,601,7,6,6,1,6,1,,,,,3,0,Completed,1.02,12,1.05,8.5,1.04,9,1.05,15,1.04,9,1.06,15.25,1.04,10.49,Roland Garros,Kohlschreiber,Beck,1
1273,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Serra F.,Russell M.,67,82,715,611,6,4,6,0,6,1,,,,,3,0,Completed,1.14,5,1.15,5,1.17,4.5,1.19,5.57,1.14,5,1.2,5.57,1.17,4.84,Roland Garros,Serra,Russell,1
1274,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Zeballos H.,Fischer M.,44,190,935,240,7,6,6,7,1,6,6,4,8,6,3,2,Completed,1.22,4,1.25,3.7,1.25,3.75,1.27,4.35,1.2,4,1.28,4.7,1.24,3.88,Roland Garros,Zeballos,Fischer,1
1275,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Seppi A.,Ventura S.,66,119,720,430,7,5,6,4,7,5,,,,,3,0,Completed,1.36,3,1.45,2.6,1.4,2.75,1.43,3.14,1.44,2.63,1.46,3.33,1.42,2.76,Roland Garros,Seppi,Ventura,1
1276,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Riba P.,Gicquel M.,96,101,559,499,6,3,6,2,7,6,,,,,3,0,Completed,1.4,2.75,1.45,2.6,1.4,2.75,1.48,2.9,,,1.5,3.05,1.42,2.77,Roland Garros,Riba,Gicquel,1
1277,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Ferrero J.C.,Cuevas P.,18,55,2050,837,6,4,6,3,6,1,,,,,3,0,Completed,1.14,5,1.2,4.25,1.2,4.33,1.19,5.53,1.2,4,1.2,6,1.17,4.81,Roland Garros,Ferrero,Cuevas,0
1278,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Guez D.,11,136,3010,379,6,1,6,3,6,1,,,,,3,0,Completed,1.01,15,1.01,15,1.02,11,1.03,19,1.01,17,1.02,20,1.01,13.43,Roland Garros,Ferrer,Guez,1
1279,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Nadal R.,Mina G.,2,655,6880,29,6,2,6,2,6,2,,,,,3,0,Completed,1.002,34,1.01,30,1,34,,,1,26,1.01,34,1.01,18.96,Roland Garros,Nadal,Mina,1
1280,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Istomin D.,Becker B.,72,53,660,849,7,5,7,5,6,3,,,,,3,0,Completed,1.57,2.25,1.6,2.25,1.73,2,1.64,2.43,1.67,2.1,1.85,2.43,1.65,2.17,Roland Garros,Istomin,Becker,1
1281,31,Paris,French Open,5/25/2010,Grand Slam,Outdoor,Clay,1st Round,5,Hewitt L.,Chardy J.,33,46,1350,900,7,5,6,0,6,4,,,,,3,0,Completed,1.8,1.9,1.85,1.85,1.73,2,1.92,2,1.73,2,2,2.05,1.81,1.94,Roland Garros,Hewitt,Chardy,1
1282,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,1st Round,5,Malisse X.,Greul S.,84,64,610,740,6,4,7,6,6,4,,,,,3,0,Completed,2.37,1.53,2.25,1.6,2.1,1.67,2.3,1.71,2.1,1.67,2.4,1.71,2.26,1.61,Roland Garros,Malisse,Greul,1
1283,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Montanes A.,Kamke T.,34,157,1325,307,6,3,6,2,6,1,,,,,3,0,Completed,1.11,6,1.16,4.75,1.17,4.5,1.21,5.21,1.14,5,1.21,6,1.14,5.21,Roland Garros,Montanes,Kamke,1
1284,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Soderling R.,Dent T.,7,102,4755,499,6,0,6,1,6,1,,,,,3,0,Completed,1.02,12,1.05,8.5,1.03,10,1.06,13.4,1.03,10,1.07,15.85,1.03,10.9,Roland Garros,Soderling,Dent,1
1285,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Youzhny M.,Lacko L.,14,81,2375,614,6,7,6,3,6,3,6,2,,,3,1,Completed,1.03,11,1.07,7.25,1.07,7.5,1.07,11.25,1.05,8,1.07,12.7,1.05,9.12,Roland Garros,Youzhny,Lacko,1
1286,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Cilic M.,Gimeno-Traver D.,12,98,2945,538,6,3,7,6,6,2,,,,,3,0,Completed,1.14,5,1.2,4,1.14,5,1.21,5.25,1.17,4.5,1.22,5.8,1.18,4.68,Roland Garros,Cilic,Gimeno-Traver,0
1287,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Troicki V.,Ball C.,41,132,955,391,6,4,6,3,6,3,,,,,3,0,Completed,1.12,5.5,1.16,4.75,1.17,4.5,1.17,6.05,1.17,4.5,1.2,6.05,1.16,4.92,Roland Garros,Troicki,Ball,1
1288,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Mayer L.,Benneteau J.,57,38,822,1024,6,7,6,3,6,4,6,4,,,3,1,Completed,1.66,2.1,1.65,2.15,1.62,2.2,1.76,2.22,1.62,2.2,1.76,2.24,1.68,2.13,Roland Garros,Mayer,Benneteau,1
1289,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Tsonga J.W.,Ouanna J.,10,128,3185,397,6,0,6,1,6,4,,,,,3,0,Completed,1.12,5.5,1.15,5,1.14,5,1.18,5.73,1.13,5.5,1.2,6.04,1.15,5.16,Roland Garros,Tsonga,Ouanna,0
1290,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,De Bakker T.,Garcia-Lopez G.,50,40,858,965,6,3,3,6,7,6,7,5,,,3,1,Completed,1.66,2.1,1.72,2.05,1.67,2.1,1.67,2.38,1.67,2.1,1.85,2.38,1.68,2.11,Roland Garros,De,Garcia-Lopez,0
1291,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Falla A.,1,70,10030,705,7,6,6,2,6,4,,,,,3,0,Completed,1.005,21,1.01,14,1.01,21,1.02,41,1.01,15,1.01,32,1.01,16.68,Roland Garros,Federer,Falla,1
1292,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Reister J.,Rochus O.,165,62,296,776,6,2,6,2,7,6,,,,,3,0,Completed,2.2,1.61,2.05,1.7,2.1,1.67,2.27,1.72,2,1.73,2.33,1.8,2.11,1.69,Roland Garros,Reister,Rochus,1
1293,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Berdych T.,Roger-Vasselin E.,17,124,2115,406,7,5,6,1,6,4,,,,,3,0,Completed,1.05,9,1.08,6.75,1.07,7.5,1.09,9.55,1.05,8,1.09,11,1.07,7.94,Roland Garros,Berdych,Roger-Vasselin,0
1294,31,Paris,French Open,5/26/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Wawrinka S.,Beck A.,24,74,1600,645,6,1,6,4,6,4,,,,,3,0,Completed,1.06,8,1.06,7.75,1.08,7,1.07,11.5,1.05,8,1.1,11.8,1.07,8.19,Roland Garros,Wawrinka,Beck,1
1295,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Roddick A.,Kavcic B.,8,112,4600,461,6,3,5,7,6,4,6,2,,,3,1,Completed,1.08,7,1.1,6.25,1.08,7,1.13,7.9,1.13,5.5,1.14,8.02,1.1,6.42,Roland Garros,Roddick,Kavcic,1
1296,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Gabashvili T.,Zemlja G.,114,141,453,366,6,3,6,1,6,1,,,,,3,0,Completed,1.72,2,1.72,2.05,1.73,2,1.78,2.18,1.83,1.83,1.85,2.21,1.75,2.01,Roland Garros,Gabashvili,Zemlja,1
1297,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Murray A.,Chela J.I.,4,54,5565,837,6,2,6,7,6,3,6,2,,,3,1,Completed,1.11,6,1.12,5.5,1.1,6.5,1.1,8.88,1.13,6,1.15,8.88,1.11,6.25,Roland Garros,Murray,Chela,0
1298,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Baghdatis M.,Granollers M.,30,87,1465,578,4,6,6,1,7,5,6,2,,,3,1,Completed,1.36,3,1.4,2.8,1.36,3,1.49,2.85,1.4,2.75,1.49,3.1,1.37,2.85,Roland Garros,Baghdatis,Granollers,1
1299,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Isner J.,Chiudinelli M.,19,68,1880,715,6,7,7,6,7,6,6,4,,,3,1,Completed,1.16,4.5,1.2,4.25,1.22,4,1.19,5.69,1.25,3.5,1.33,5.69,1.22,4.1,Roland Garros,Isner,Chiudinelli,1
1300,31,Paris,French Open,5/27/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Fognini F.,15,92,2220,570,6,2,6,4,5,7,4,6,7,9,3,2,Completed,1.11,6,1.12,5.5,1.11,6,1.15,6.54,1.14,5,1.15,6.8,1.11,5.55,Roland Garros,Monfils,Fognini,0
1301,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Hanescu V.,Schukin Y.,37,175,1160,270,6,3,6,4,6,2,,,,,3,0,Completed,1.14,5,1.2,4,1.2,4.33,1.19,5.57,1.2,4,1.22,5.95,1.18,4.65,Roland Garros,Hanescu,Schukin,1
1302,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Istomin D.,33,72,1350,660,1,6,6,3,6,4,2,6,6,2,3,2,Completed,1.16,4.5,1.25,3.65,1.22,4,1.24,4.64,1.22,3.75,1.33,4.9,1.22,4.04,Roland Garros,Hewitt,Istomin,1
1303,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Nadal R.,Zeballos H.,2,44,6880,935,6,2,6,2,6,3,,,,,3,0,Completed,1.005,21,1.01,30,1,26,1.01,61,1,21,1.01,61,1.01,24.56,Roland Garros,Nadal,Zeballos,1
1304,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Melzer J.,Mahut N.,27,154,1495,312,6,1,3,6,7,6,6,4,,,3,1,Completed,1.12,5.5,1.15,5,1.13,5.5,1.17,6.12,1.13,5.5,1.17,6.12,1.14,5.31,Roland Garros,Melzer,Mahut,1
1305,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Dolgopolov O.,Gonzalez F.,56,13,824,2385,6,3,6,4,6,3,,,,,3,0,Completed,3.25,1.33,3.3,1.3,3.5,1.29,3.72,1.33,3.5,1.25,3.8,1.33,3.37,1.3,Roland Garros,Dolgopolov,Gonzalez,1
1306,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Almagro N.,Darcis S.,21,106,1690,481,6,3,6,0,7,5,,,,,3,0,Completed,1.08,7,1.1,6.25,1.11,6,1.13,7.72,1.14,5,1.15,8.2,1.11,6.09,Roland Garros,Almagro,Darcis,1
1307,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrer D.,Malisse X.,11,84,3010,610,6,2,6,2,2,0,,,,,2,0,Retired,1.02,12,1.05,8.5,1.05,8.5,1.05,15,1.04,8,1.05,17,1.04,10.67,Roland Garros,Ferrer,Malisse,1
1308,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Nishikori K.,3,246,6405,190,6,1,6,4,6,4,,,,,3,0,Completed,1.04,10,1.06,7.75,1.06,8,1.09,9.75,1.05,9,1.09,11,1.06,8.53,Roland Garros,Djokovic,Nishikori,1
1309,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Kohlschreiber P.,Seppi A.,35,66,1320,720,7,6,6,3,7,5,,,,,3,0,Completed,1.28,3.5,1.35,3,1.33,3.25,1.32,3.79,1.33,3,1.35,3.81,1.3,3.35,Roland Garros,Kohlschreiber,Seppi,1
1310,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Riba P.,18,96,2050,559,7,6,6,7,6,2,6,2,,,3,1,Completed,1.1,6.5,1.12,5.5,1.11,6,1.16,6.35,1.1,6,1.17,6.65,1.12,5.73,Roland Garros,Ferrero,Riba,0
1311,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Bellucci T.,Andujar P.,29,146,1482,350,1,6,6,3,2,6,6,4,6,2,3,2,Completed,1.12,5.5,1.16,4.75,1.17,4.5,1.22,5.07,1.13,5.5,1.29,5.6,1.16,4.84,Roland Garros,Bellucci,Andujar,1
1312,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Ginepri R.,Starace P.,98,60,538,802,3,6,6,4,6,3,6,3,,,3,1,Completed,3.25,1.33,3.1,1.35,3,1.36,3.17,1.42,2.88,1.36,3.25,1.42,3.05,1.35,Roland Garros,Ginepri,Starace,1
1313,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Verdasco F.,Serra F.,9,67,3645,715,6,2,6,2,0,6,6,4,,,3,1,Completed,1.06,8,1.1,6.5,1.07,7.5,1.09,10.2,1.1,6,1.1,10.2,1.08,7.41,Roland Garros,Verdasco,Serra,1
1314,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Fish M.,16,97,2140,556,6,2,6,7,4,6,6,2,10,8,3,2,Completed,1.36,3,1.45,2.6,1.4,2.75,1.49,2.87,1.4,2.75,1.53,3.25,1.4,2.84,Roland Garros,Ljubicic,Fish,1
1315,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Reister J.,1,165,10030,296,6,4,6,0,6,4,,,,,3,0,Completed,1.005,21,1.01,30,1.01,21,1.02,36,1.01,21,1.02,46,1.01,19.14,Roland Garros,Federer,Reister,1
1316,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Murray A.,Baghdatis M.,4,30,5565,1465,6,2,6,3,0,6,6,2,,,3,1,Completed,1.28,3.5,1.33,3.1,1.33,3.25,1.38,3.41,1.33,3,1.5,3.5,1.34,3.13,Roland Garros,Murray,Baghdatis,1
1317,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Cilic M.,Mayer L.,12,57,2945,822,6,4,3,6,7,5,6,7,6,4,3,2,Completed,1.36,3,1.35,3.1,1.36,3,1.42,3.19,1.33,3,1.45,3.3,1.38,2.92,Roland Garros,Cilic,Mayer,1
1318,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Tsonga J.W.,De Bakker T.,10,50,3185,858,6,7,7,6,6,3,6,4,,,3,1,Completed,1.36,3,1.45,2.65,1.44,2.63,1.44,3.06,1.4,2.75,1.5,3.06,1.43,2.7,Roland Garros,Tsonga,De,0
1319,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Wawrinka S.,Fognini F.,24,92,1600,570,6,3,6,4,6,1,,,,,3,0,Completed,1.06,8,1.07,7.25,1.1,6.5,1.11,8.71,1.07,7,1.13,9.85,1.09,6.99,Roland Garros,Wawrinka,Fognini,1
1320,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Soderling R.,Montanes A.,7,34,4755,1325,6,4,7,5,2,6,6,3,,,3,1,Completed,1.14,5,1.18,4.5,1.17,4.5,1.18,5.77,1.17,4.5,1.25,5.77,1.17,4.71,Roland Garros,Soderling,Montanes,1
1321,31,Paris,French Open,5/28/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Berdych T.,Isner J.,17,19,2115,1880,6,2,6,2,6,1,,,,,3,0,Completed,1.33,3.25,1.4,2.8,1.4,2.75,1.36,3.48,1.36,2.88,1.45,3.48,1.39,2.89,Roland Garros,Berdych,Isner,1
1322,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Gabashvili T.,Roddick A.,114,8,453,4600,6,4,6,4,6,2,,,,,3,0,Completed,5,1.14,4.25,1.2,4.5,1.17,5.05,1.22,4.5,1.17,5.1,1.23,4.44,1.19,Roland Garros,Gabashvili,Roddick,1
1323,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Youzhny M.,Troicki V.,14,41,2375,955,2,6,7,6,6,2,6,3,,,3,1,Completed,1.38,2.87,1.4,2.8,1.36,3,1.5,2.85,1.4,2.75,1.5,3,1.42,2.76,Roland Garros,Youzhny,Troicki,1
1324,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Melzer J.,Ferrer D.,27,11,1495,3010,6,4,6,0,7,6,,,,,3,0,Completed,7.5,1.07,5.75,1.12,6,1.11,9.05,1.1,6,1.1,9.05,1.15,6.56,1.1,Roland Garros,Melzer,Ferrer,1
1325,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Hanescu V.,3,37,6405,1160,6,3,3,6,6,3,6,2,,,3,1,Completed,1.1,6.5,1.14,5.25,1.13,5.5,1.13,7.65,1.13,5.5,1.15,8.2,1.11,6.08,Roland Garros,Djokovic,Hanescu,1
1326,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Bellucci T.,Ljubicic I.,29,16,1482,2140,7,6,6,2,6,4,,,,,3,0,Completed,1.57,2.25,1.65,2.15,1.62,2.2,1.68,2.36,1.67,2.1,1.8,2.36,1.65,2.18,Roland Garros,Bellucci,Ljubicic,1
1327,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Almagro N.,Dolgopolov O.,21,56,1690,824,6,3,6,3,6,4,,,,,3,0,Completed,1.22,4,1.3,3.3,1.29,3.5,1.29,4.05,1.29,3.25,1.38,4.05,1.28,3.6,Roland Garros,Almagro,Dolgopolov,1
1328,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Verdasco F.,Kohlschreiber P.,9,35,3645,1320,2,6,6,3,6,3,6,7,6,4,3,2,Completed,1.22,4,1.21,4.05,1.22,4,1.32,3.85,1.2,4,1.35,4.5,1.23,3.89,Roland Garros,Verdasco,Kohlschreiber,1
1329,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Ginepri R.,Ferrero J.C.,98,18,538,2050,7,5,6,3,3,6,2,6,6,4,3,2,Completed,5,1.14,4.65,1.17,5,1.14,5.05,1.22,4.5,1.17,5.5,1.25,4.63,1.17,Roland Garros,Ginepri,Ferrero,0
1330,31,Paris,French Open,5/29/2010,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Hewitt L.,2,33,6880,1350,6,3,6,4,6,3,,,,,3,0,Completed,1.01,15,1.01,15,1.01,17,1.02,26,1.01,21,1.02,36,1.01,17,Roland Garros,Nadal,Hewitt,1
1331,31,Paris,French Open,5/30/2010,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Wawrinka S.,1,24,10030,1600,6,3,7,6,6,2,,,,,3,0,Completed,1.06,8,1.1,6.25,1.07,7.5,1.11,8.26,1.08,7.5,1.11,9,1.09,7.19,Roland Garros,Federer,Wawrinka,1
1332,31,Paris,French Open,5/30/2010,Grand Slam,Outdoor,Clay,4th Round,5,Soderling R.,Cilic M.,7,12,4755,2945,6,4,6,4,6,2,,,,,3,0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.38,3.37,1.33,3.25,1.45,3.4,1.35,3.11,Roland Garros,Soderling,Cilic,1
1333,31,Paris,French Open,5/30/2010,Grand Slam,Outdoor,Clay,4th Round,5,Youzhny M.,Tsonga J.W.,14,10,2375,3185,6,2,,,,,,,,,1,0,Retired,1.72,2,1.75,2,1.73,2,1.97,1.95,1.73,2.1,1.97,2.1,1.82,1.93,Roland Garros,Youzhny,Tsonga,0
1334,31,Paris,French Open,5/30/2010,Grand Slam,Outdoor,Clay,4th Round,5,Berdych T.,Murray A.,17,4,2115,5565,6,4,7,5,6,3,,,,,3,0,Completed,2.5,1.5,2.25,1.6,2.25,1.57,2.48,1.62,2.38,1.57,2.5,1.85,2.26,1.62,Roland Garros,Berdych,Murray,1
1335,31,Paris,French Open,5/31/2010,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Ginepri R.,3,98,6405,538,6,4,2,6,6,1,6,2,,,3,1,Completed,1.05,9,1.08,7,1.06,8,1.09,10.2,1.07,8,1.12,10.5,1.07,7.86,Roland Garros,Djokovic,Ginepri,1
1336,31,Paris,French Open,5/31/2010,Grand Slam,Outdoor,Clay,4th Round,5,Melzer J.,Gabashvili T.,27,114,1495,453,7,6,4,6,6,1,6,4,,,3,1,Completed,1.3,3.4,1.33,3.1,1.36,3,1.37,3.45,1.36,3,1.44,3.45,1.34,3.15,Roland Garros,Melzer,Gabashvili,1
1337,31,Paris,French Open,5/31/2010,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Bellucci T.,2,29,6880,1482,6,2,7,5,6,4,,,,,3,0,Completed,,21,1.01,15,1.01,17,1.02,26,1.01,17,1.03,34,1.01,17.53,Roland Garros,Nadal,Bellucci,1
1338,31,Paris,French Open,5/31/2010,Grand Slam,Outdoor,Clay,4th Round,5,Almagro N.,Verdasco F.,21,9,1690,3645,6,1,4,6,6,1,6,4,,,3,1,Completed,2.2,1.61,2.05,1.72,2,1.73,2.2,1.76,2.1,1.73,2.2,1.8,2.08,1.71,Roland Garros,Almagro,Verdasco,1
1339,31,Paris,French Open,6/1/2010,Grand Slam,Outdoor,Clay,Quarterfinals,5,Soderling R.,Federer R.,7,1,4755,10030,3,6,6,3,7,5,6,4,,,3,1,Completed,4.5,1.2,4,1.22,4,1.22,4.64,1.24,4,1.22,5.5,1.3,4.37,1.21,Roland Garros,Soderling,Federer,1
1340,31,Paris,French Open,6/1/2010,Grand Slam,Outdoor,Clay,Quarterfinals,5,Berdych T.,Youzhny M.,17,14,2115,2375,6,3,6,1,6,2,,,,,3,0,Completed,1.44,2.75,1.45,2.6,1.5,2.5,1.46,2.99,1.44,2.75,1.53,2.99,1.44,2.72,Roland Garros,Berdych,Youzhny,1
1341,31,Paris,French Open,6/2/2010,Grand Slam,Outdoor,Clay,Quarterfinals,5,Melzer J.,Djokovic N.,27,3,1495,6405,3,6,2,6,6,2,7,6,6,4,3,2,Completed,4.5,1.2,3.75,1.25,4,1.22,4.43,1.26,3.75,1.25,4.5,1.35,3.91,1.25,Roland Garros,Melzer,Djokovic,1
1342,31,Paris,French Open,6/2/2010,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Almagro N.,2,21,6880,1690,7,6,7,6,6,4,,,,,3,0,Completed,1.05,10,1.05,8.5,1.04,9,1.07,11.5,1.03,11,1.11,13,1.05,10.06,Roland Garros,Nadal,Almagro,1
1343,31,Paris,French Open,6/4/2010,Grand Slam,Outdoor,Clay,Semifinals,5,Soderling R.,Berdych T.,7,17,4755,2115,6,3,3,6,5,7,6,3,6,3,3,2,Completed,1.44,2.75,1.45,2.6,1.4,2.75,1.5,2.83,1.44,2.75,1.5,3.1,1.45,2.73,Roland Garros,Soderling,Berdych,1
1344,31,Paris,French Open,6/4/2010,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Melzer J.,2,27,6880,1495,6,2,6,3,7,6,,,,,3,0,Completed,1.01,15,1.03,10,1.02,11,1.04,15.75,1.02,13,1.05,21,1.03,13.11,Roland Garros,Nadal,Melzer,1
