atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_ln,l_ln
917,2010-580,Australian Open,Hard,128,G,20100118,50,102967,,,Marc Gicquel,R,188,FRA,32.80492813,57,775,104620,,,Simone Bolelli,R,183,ITA,24.27926078,98,529,7-6(2) 7-6(3) 6-3,5,R128,161,14,4,130,70,52,35,17,6,8,5,2,115,76,53,18,16,6,9,Gicquel,Bolelli
918,2010-580,Australian Open,Hard,128,G,20100118,51,103813,,,Jarkko Nieminen,L,185,FIN,28.49007529,132,398,105194,,WC,Nick Lindahl,R,183,AUS,21.46748802,235,191,6-2 7-5 6-4,5,R128,121,1,0,95,74,54,13,15,7,8,7,2,102,64,43,16,15,8,13,Nieminen,Lindahl
919,2010-580,Australian Open,Hard,128,G,20100118,52,103722,,,Florent Serra,R,180,FRA,28.88706366,64,665,103781,28,,Jurgen Melzer,L,183,AUT,28.65982204,27,1260,6-1 6-7(3) 6-4 4-6 6-3,5,R128,184,12,2,154,103,72,34,25,9,11,10,7,138,85,59,27,23,6,11,Serra,Melzer
920,2010-580,Australian Open,Hard,128,G,20100118,53,104545,33,,John Isner,R,206,USA,24.73100616,28,1260,104312,,,Andreas Seppi,R,190,ITA,25.908282,49,900,6-3 6-3 3-6 5-7 6-4,5,R128,197,34,5,155,95,74,29,25,6,9,10,10,141,79,60,35,24,3,6,Isner,Seppi
921,2010-580,Australian Open,Hard,128,G,20100118,54,104476,,Q,Louk Sorensen,R,175,IRL,25.0294319,284,156,104229,,,Yen Hsun Lu,R,180,TPE,26.4312115,101,525,6-4 3-6 6-2 6-1,5,R128,156,6,2,91,65,50,15,17,1,3,0,3,112,68,45,17,17,8,14,Sorensen,Hsun Lu
922,2010-580,Australian Open,Hard,128,G,20100118,55,105099,,Q,Antonio Veic,R,180,CRO,21.91649555,224,208,104230,,,Daniel Koellerer,R,180,AUT,26.42299795,73,617,6-4 3-6 6-7(3) 6-1 6-4,5,R128,237,7,1,157,107,69,26,25,7,14,1,1,136,109,67,11,23,6,14,Veic,Koellerer
923,2010-580,Australian Open,Hard,128,G,20100118,56,104792,12,,Gael Monfils,R,193,FRA,23.38124572,12,2610,105051,,Q,Matthew Ebden,R,188,AUS,22.14647502,251,183,6-4 6-4 6-4,5,R128,116,4,4,77,52,43,16,15,0,1,2,2,96,62,44,16,15,3,7,Monfils,Ebden
924,2010-580,Australian Open,Hard,128,G,20100118,57,103333,,,Ivo Karlovic,R,208,CRO,30.88843258,39,1015,103285,13,,Radek Stepanek,R,185,CZE,31.1430527,13,2525,2-6 7-6(5) 6-4 3-6 6-4,5,R128,236,35,9,147,87,77,21,24,10,14,2,6,166,95,66,40,25,9,12,Karlovic,Stepanek
925,2010-580,Australian Open,Hard,128,G,20100118,58,103898,,,Julien Benneteau,R,185,FRA,28.07939767,43,969,104095,,Q,David Guez,R,185,FRA,27.11293635,133,381,0-6 6-4 7-6(4) 7-6(2),5,R128,231,4,7,135,93,63,19,20,6,12,1,5,129,81,44,33,20,3,7,Benneteau,Guez
926,2010-580,Australian Open,Hard,128,G,20100118,59,104979,,WC,Andrey Golubev,R,185,KAZ,22.49418207,131,407,103888,,,Mardy Fish,R,188,USA,28.10951403,54,835,6-2 1-6 6-3 6-3,5,R128,171,4,2,100,65,41,19,16,5,9,3,4,117,61,41,22,17,3,10,Golubev,Fish
927,2010-580,Australian Open,Hard,128,G,20100118,60,103344,24,,Ivan Ljubicic,R,193,CRO,30.83641342,24,1405,106186,,WC,Jason Kubler,R,,AUS,16.66803559,,,6-1 6-2 6-2,5,R128,89,6,2,62,44,38,11,12,0,0,2,2,73,41,22,13,11,8,14,Ljubicic,Kubler
928,2010-580,Australian Open,Hard,128,G,20100118,61,104259,27,,Philipp Kohlschreiber,R,178,GER,26.2587269,26,1260,104547,,,Horacio Zeballos,L,188,ARG,24.72826831,50,899,6-1 7-5 6-1,5,R128,121,10,4,76,53,44,12,13,2,3,7,3,85,54,33,8,13,6,13,Kohlschreiber,Zeballos
929,2010-580,Australian Open,Hard,128,G,20100118,62,104639,,,Wayne Odesnik,L,180,USA,24.15879535,89,559,104882,,Q,Blaz Kavcic,R,188,SLO,22.87474333,124,445,4-6 6-1 6-4 6-2,5,R128,155,6,3,104,67,48,19,18,2,6,1,4,111,70,40,16,17,9,16,Odesnik,Kavcic
930,2010-580,Australian Open,Hard,128,G,20100118,63,105041,,,Lukas Lacko,R,185,SVK,22.20944559,75,612,104919,,,Leonardo Mayer,R,188,ARG,22.68035592,69,637,6-4 6-4 6-0,5,R128,110,7,2,75,46,41,15,13,0,0,7,3,77,51,31,13,13,3,8,Lacko,Mayer
931,2010-580,Australian Open,Hard,128,G,20100118,64,104745,2,,Rafael Nadal,L,185,ESP,23.62765229,2,9310,103429,,,Peter Luczak,R,183,AUS,30.38466804,70,635,7-6(0) 6-1 6-4,5,R128,154,11,1,104,72,55,18,15,6,7,7,6,91,57,39,12,14,5,9,Nadal,Luczak
932,2010-580,Australian Open,Hard,128,G,20100118,65,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,103812,,,Victor Hanescu,R,198,ROU,28.49555099,47,905,6-2 6-3 6-2,5,R64,99,8,1,73,50,41,14,13,5,5,3,1,87,61,34,12,12,6,11,Federer,Hanescu
933,2010-580,Australian Open,Hard,128,G,20100118,66,103656,31,,Albert Montanes,R,175,ESP,29.14442163,32,1185,103565,,,Stephane Robert,R,185,FRA,29.67282683,104,515,4-6 6-7(3) 6-2 6-3 6-2,5,R64,201,13,5,158,107,75,23,23,6,10,3,7,166,98,58,32,24,10,19,Montanes,Robert
934,2010-580,Australian Open,Hard,128,G,20100118,67,103720,22,,Lleyton Hewitt,R,180,AUS,28.89801506,22,1600,105385,,Q,Donald Young,L,183,USA,20.49007529,195,244,7-6(3) 6-4 6-1,5,R64,120,7,1,96,56,38,25,15,6,9,7,2,82,50,33,10,14,6,12,Hewitt,Young
935,2010-580,Australian Open,Hard,128,G,20100118,68,104571,,,Marcos Baghdatis,R,183,CYP,24.58863792,31,1215,103970,17,,David Ferrer,R,175,ESP,27.79739904,18,1825,4-6 3-6 7-6(4) 6-3 6-1,5,R64,249,12,1,142,80,60,33,23,5,9,1,1,178,116,73,32,24,11,17,Baghdatis,Ferrer
936,2010-580,Australian Open,Hard,128,G,20100118,69,104269,9,,Fernando Verdasco,L,188,ESP,26.17659138,9,3300,105079,,Q,Ivan Sergeyev,R,,UKR,21.99589322,209,225,6-1 6-2 6-2,5,R64,109,6,6,81,56,41,11,11,4,5,0,7,84,34,18,17,12,10,18,Verdasco,Sergeyev
937,2010-580,Australian Open,Hard,128,G,20100118,70,102905,,Q,Stefan Koubek,L,175,AUT,33.04312115,134,377,104471,,Q,Ivan Dodig,R,183,CRO,25.04312115,185,260,7-6(4) 6-1 6-2,5,R64,136,9,4,83,54,44,16,14,3,4,9,5,95,51,31,22,13,5,10,Koubek,Dodig
938,2010-580,Australian Open,Hard,128,G,20100118,71,104338,30,,Juan Monaco,R,185,ARG,25.80698152,33,1170,103566,,,Michael Llodra,L,190,FRA,29.67008898,72,627,3-6 3-6 7-6(5) 6-1 6-3,5,R64,206,5,2,145,98,61,27,23,8,15,6,7,144,82,52,28,23,10,18,Monaco,Llodra
939,2010-580,Australian Open,Hard,128,G,20100118,72,103786,6,,Nikolay Davydenko,R,178,RUS,28.62970568,6,4930,105011,,Q,Illya Marchenko,R,185,UKR,22.36276523,119,455,6-3 6-3 6-0,5,R64,109,9,0,75,56,44,9,12,6,7,1,1,70,38,23,10,12,4,11,Davydenko,Marchenko
940,2010-580,Australian Open,Hard,128,G,20100118,73,104925,3,,Novak Djokovic,R,188,SRB,22.66119097,3,8310,103843,,,Marco Chiudinelli,R,185,SUI,28.3559206,58,775,3-6 6-1 6-1 6-3,5,R64,178,12,9,125,79,59,15,16,14,17,3,3,102,57,33,19,16,10,18,Djokovic,Chiudinelli
941,2010-580,Australian Open,Hard,128,G,20100118,74,104797,,,Denis Istomin,R,188,UZB,23.36481862,103,515,103582,,,Michael Berrer,L,193,GER,29.54962355,66,653,7-5 6-3 6-4,5,R64,141,9,2,88,59,44,16,15,0,2,5,2,107,70,39,21,16,4,10,Istomin,Berrer
942,2010-580,Australian Open,Hard,128,G,20100118,75,104022,20,,Mikhail Youzhny,R,183,RUS,27.56741958,20,1690,104225,,,Jan Hajek,R,180,CZE,26.45037645,92,546,6-2 6-1 6-1,5,R64,91,5,1,60,36,33,12,11,0,0,0,5,70,48,22,8,11,4,10,Youzhny,Hajek
943,2010-580,Australian Open,Hard,128,G,20100118,76,103997,,,Lukasz Kubot,R,190,POL,27.67693361,86,573,105053,,,Santiago Giraldo,R,188,COL,22.14373717,114,483,6-4 3-6 6-3 6-1,5,R64,163,17,6,114,75,56,19,17,8,11,2,2,132,93,56,15,18,10,17,Kubot,Giraldo
944,2010-580,Australian Open,Hard,128,G,20100118,77,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.75564682,10,2875,103758,,,Taylor Dent,R,188,USA,28.73648186,79,588,6-4 6-3 6-3,5,R64,101,12,0,73,42,36,19,14,0,1,6,7,85,40,28,21,14,6,11,Wilfried Tsonga,Dent
945,2010-580,Australian Open,Hard,128,G,20100118,78,103163,18,,Tommy Haas,R,188,GER,31.79466119,17,1855,104386,,,Janko Tipsarevic,R,180,SRB,25.5742642,36,1060,4-6 6-4 6-3 1-6 6-3,5,R64,200,16,7,159,89,64,31,23,11,16,14,5,125,66,46,30,22,2,8,Haas,Tipsarevic
946,2010-580,Australian Open,Hard,128,G,20100118,79,104597,26,,Nicolas Almagro,R,183,ESP,24.41067762,25,1305,103794,,,Benjamin Becker,R,178,GER,28.59137577,38,1016,6-4 6-2 3-6 4-6 6-3,5,R64,177,17,1,124,72,54,37,23,0,2,14,5,132,69,52,36,23,3,7,Almagro,Becker
947,2010-580,Australian Open,Hard,128,G,20100118,80,104268,,,Alejandro Falla,L,185,COL,26.17932923,77,594,104719,,,Marcel Granollers,R,190,ESP,23.77002053,113,483,6-4 6-1 6-3,5,R64,113,2,4,76,46,34,13,13,2,5,3,4,96,66,36,8,13,10,18,Falla,Granollers
948,2010-580,Australian Open,Hard,128,G,20100118,81,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,105064,,,Thomaz Bellucci,L,188,BRA,22.05338809,35,1086,6-3 6-4 6-4,5,R64,132,11,0,79,62,49,12,15,4,5,8,4,100,61,39,19,14,6,10,Roddick,Bellucci
949,2010-580,Australian Open,Hard,128,G,20100118,82,103852,,,Feliciano Lopez,L,188,ESP,28.32854209,46,905,102783,,,Rainer Schuettler,R,180,GER,33.73305955,107,505,6-3 2-6 6-3 6-2,5,R64,160,10,4,120,59,42,35,17,7,9,3,4,99,63,43,16,17,5,10,Lopez,Schuettler
950,2010-580,Australian Open,Hard,128,G,20100118,83,105095,,,Evgeny Korolev,R,185,KAZ,21.92744695,53,860,104607,21,,Tomas Berdych,R,196,CZE,24.33675565,21,1680,6-4 6-4 7-5,5,R64,141,4,5,95,56,42,16,16,4,8,4,4,95,48,29,20,16,5,12,Korolev,Berdych
951,2010-580,Australian Open,Hard,128,G,20100118,84,103602,11,,Fernando Gonzalez,R,183,CHI,29.47296372,11,2870,104947,,LL,Marsel Ilhan,R,190,TUR,22.60643395,154,322,6-3 6-4 7-5,5,R64,112,12,6,96,64,55,14,16,2,3,4,1,95,76,45,11,15,5,9,Gonzalez,Ilhan
952,2010-580,Australian Open,Hard,128,G,20100118,85,105227,14,,Marin Cilic,R,198,CRO,21.30595483,14,2430,106071,,WC,Bernard Tomic,R,193,AUS,17.24298426,289,150,6-7(6) 6-3 4-6 6-2 6-4,5,R64,228,25,2,156,79,59,45,25,8,13,4,8,190,128,82,27,24,8,16,Cilic,Tomic
953,2010-580,Australian Open,Hard,128,G,20100118,86,104527,19,,Stanislas Wawrinka,R,183,SUI,24.81040383,19,1765,103857,,,Igor Kunitsyn,R,180,RUS,28.30116359,100,525,6-3 6-2 6-2,5,R64,111,12,5,93,49,43,18,13,3,3,2,1,69,50,29,9,12,2,7,Wawrinka,Kunitsyn
954,2010-580,Australian Open,Hard,128,G,20100118,87,104252,,,Florian Mayer,R,190,GER,26.28884326,60,746,104678,29,,Viktor Troicki,R,193,SRB,23.93702943,30,1220,4-6 6-4 7-6(2) 6-1,5,R64,164,6,0,125,83,60,26,19,4,6,26,9,118,72,55,20,20,6,11,Mayer,Troicki
955,2010-580,Australian Open,Hard,128,G,20100118,88,105223,4,,Juan Martin Del Potro,R,198,ARG,21.31964408,5,6580,103484,,,James Blake,R,185,USA,30.05886379,45,935,6-4 6-7(3) 5-7 6-3 10-8,5,R64,257,19,9,188,109,86,34,31,5,10,16,3,217,135,93,39,30,15,22,Martin Del Potro,Blake
956,2010-580,Australian Open,Hard,128,G,20100118,89,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,102967,,,Marc Gicquel,R,188,FRA,32.80492813,57,775,6-1 6-4 6-3,5,R64,110,10,2,84,47,34,21,13,6,7,1,3,92,53,32,15,13,6,12,Murray,Gicquel
957,2010-580,Australian Open,Hard,128,G,20100118,90,103722,,,Florent Serra,R,180,FRA,28.88706366,64,665,103813,,,Jarkko Nieminen,L,185,FIN,28.49007529,132,398,3-6 6-4 5-7 7-6(4) 7-5,5,R64,231,11,7,199,115,73,47,28,17,24,9,4,195,148,94,26,27,11,16,Serra,Nieminen
958,2010-580,Australian Open,Hard,128,G,20100118,91,104545,33,,John Isner,R,206,USA,24.73100616,28,1260,104476,,Q,Louk Sorensen,R,175,IRL,25.0294319,284,156,6-3 7-6(4) 7-5,5,R64,136,21,2,105,78,59,18,17,3,3,11,6,87,53,48,17,16,3,5,Isner,Sorensen
959,2010-580,Australian Open,Hard,128,G,20100118,92,104792,12,,Gael Monfils,R,193,FRA,23.38124572,12,2610,105099,,Q,Antonio Veic,R,180,CRO,21.91649555,224,208,6-4 6-4 6-4,5,R64,110,7,7,104,66,48,17,15,2,5,2,0,84,53,32,14,15,1,7,Monfils,Veic
960,2010-580,Australian Open,Hard,128,G,20100118,93,103333,,,Ivo Karlovic,R,208,CRO,30.88843258,39,1015,103898,,,Julien Benneteau,R,185,FRA,28.07939767,43,969,2-6 6-1 6-3 6-3,5,R64,137,26,2,103,60,50,21,17,8,10,7,4,98,59,37,20,16,3,8,Karlovic,Benneteau
961,2010-580,Australian Open,Hard,128,G,20100118,94,103344,24,,Ivan Ljubicic,R,193,CRO,30.83641342,24,1405,104979,,WC,Andrey Golubev,R,185,KAZ,22.49418207,131,407,6-3 3-6 6-2 6-3,5,R64,153,12,3,110,67,53,25,18,5,6,6,9,120,65,43,29,17,7,11,Ljubicic,Golubev
962,2010-580,Australian Open,Hard,128,G,20100118,95,104259,27,,Philipp Kohlschreiber,R,178,GER,26.2587269,26,1260,104639,,,Wayne Odesnik,L,180,USA,24.15879535,89,559,6-4 3-6 6-3 6-2,5,R64,185,16,3,123,77,60,20,18,12,14,8,11,127,61,39,35,18,10,15,Kohlschreiber,Odesnik
963,2010-580,Australian Open,Hard,128,G,20100118,96,104745,2,,Rafael Nadal,L,185,ESP,23.62765229,2,9310,105041,,,Lukas Lacko,R,185,SVK,22.20944559,75,612,6-2 6-2 6-2,5,R64,113,1,1,64,35,25,20,12,0,1,2,5,80,32,19,17,12,3,10,Nadal,Lacko
964,2010-580,Australian Open,Hard,128,G,20100118,97,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,103656,31,,Albert Montanes,R,175,ESP,29.14442163,32,1185,6-3 6-4 6-4,5,R32,108,10,3,79,52,46,15,15,0,0,7,1,91,55,33,23,14,3,6,Federer,Montanes
965,2010-580,Australian Open,Hard,128,G,20100118,98,103720,22,,Lleyton Hewitt,R,180,AUS,28.89801506,22,1600,104571,,,Marcos Baghdatis,R,183,CYP,24.58863792,31,1215,6-0 4-2 RET,5,R32,54,1,0,31,17,13,11,6,0,0,5,2,36,17,11,3,6,4,8,Hewitt,Baghdatis
966,2010-580,Australian Open,Hard,128,G,20100118,99,104269,9,,Fernando Verdasco,L,188,ESP,26.17659138,9,3300,102905,,Q,Stefan Koubek,L,175,AUT,33.04312115,134,377,6-1 RET,5,R32,23,0,2,16,9,9,3,3,0,0,0,2,17,7,2,3,4,0,3,Verdasco,Koubek
967,2010-580,Australian Open,Hard,128,G,20100118,100,103786,6,,Nikolay Davydenko,R,178,RUS,28.62970568,6,4930,104338,30,,Juan Monaco,R,185,ARG,25.80698152,33,1170,6-0 6-3 6-4,5,R32,109,6,2,75,53,38,13,13,1,2,0,0,70,47,22,12,12,4,10,Davydenko,Monaco
968,2010-580,Australian Open,Hard,128,G,20100118,101,104925,3,,Novak Djokovic,R,188,SRB,22.66119097,3,8310,104797,,,Denis Istomin,R,188,UZB,23.36481862,103,515,6-1 6-1 6-2,5,R32,97,3,7,78,47,34,14,11,7,9,3,0,60,33,13,7,11,5,14,Djokovic,Istomin
969,2010-580,Australian Open,Hard,128,G,20100118,102,103997,,,Lukasz Kubot,R,190,POL,27.67693361,86,573,104022,20,,Mikhail Youzhny,R,183,RUS,27.56741958,20,1690,W/O,5,R32,,,,,,,,,,,,,,,,,,,,Kubot,Youzhny
970,2010-580,Australian Open,Hard,128,G,20100118,103,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.75564682,10,2875,103163,18,,Tommy Haas,R,188,GER,31.79466119,17,1855,6-4 3-6 6-1 7-5,5,R32,148,20,3,108,72,56,20,19,2,4,9,2,108,74,49,19,19,6,11,Wilfried Tsonga,Haas
971,2010-580,Australian Open,Hard,128,G,20100118,104,104597,26,,Nicolas Almagro,R,183,ESP,24.41067762,25,1305,104268,,,Alejandro Falla,L,185,COL,26.17932923,77,594,6-4 6-3 6-4,5,R32,123,10,3,89,49,43,21,15,3,4,3,2,98,49,31,25,14,6,10,Almagro,Falla
972,2010-580,Australian Open,Hard,128,G,20100118,105,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,103852,,,Feliciano Lopez,L,188,ESP,28.32854209,46,905,6-7(4) 6-4 6-4 7-6(3),5,R32,212,29,3,129,95,76,23,22,4,5,29,5,166,97,71,36,22,14,17,Roddick,Lopez
973,2010-580,Australian Open,Hard,128,G,20100118,106,103602,11,,Fernando Gonzalez,R,183,CHI,29.47296372,11,2870,105095,,,Evgeny Korolev,R,185,KAZ,21.92744695,53,860,6-7(5) 6-3 1-6 6-3 6-4,5,R32,202,18,5,159,90,73,34,24,6,9,16,7,145,87,68,30,23,7,11,Gonzalez,Korolev
974,2010-580,Australian Open,Hard,128,G,20100118,107,105227,14,,Marin Cilic,R,198,CRO,21.30595483,14,2430,104527,19,,Stanislas Wawrinka,R,183,SUI,24.81040383,19,1765,4-6 6-4 6-3 6-3,5,R32,200,10,2,115,68,55,24,19,5,7,10,6,128,69,52,26,19,5,10,Cilic,Wawrinka
975,2010-580,Australian Open,Hard,128,G,20100118,108,105223,4,,Juan Martin Del Potro,R,198,ARG,21.31964408,5,6580,104252,,,Florian Mayer,R,190,GER,26.28884326,60,746,6-3 0-6 6-4 7-5,5,R32,154,11,5,123,72,51,23,19,5,10,5,3,112,75,48,20,18,9,14,Martin Del Potro,Mayer
976,2010-580,Australian Open,Hard,128,G,20100118,109,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,103722,,,Florent Serra,R,180,FRA,28.88706366,64,665,7-5 6-1 6-4,5,R32,112,14,3,76,43,34,19,15,0,3,5,2,98,70,36,13,14,9,16,Murray,Serra
977,2010-580,Australian Open,Hard,128,G,20100118,110,104545,33,,John Isner,R,206,USA,24.73100616,28,1260,104792,12,,Gael Monfils,R,193,FRA,23.38124572,12,2610,6-1 4-6 7-6(4) 7-6(5),5,R32,168,26,3,131,87,69,24,21,4,7,12,7,126,76,54,26,20,1,5,Isner,Monfils
978,2010-580,Australian Open,Hard,128,G,20100118,111,103333,,,Ivo Karlovic,R,208,CRO,30.88843258,39,1015,103344,24,,Ivan Ljubicic,R,193,CRO,30.83641342,24,1405,6-3 3-6 6-3 7-6(7),5,R32,181,33,2,114,79,68,18,20,6,7,15,0,135,85,64,25,19,8,10,Karlovic,Ljubicic
979,2010-580,Australian Open,Hard,128,G,20100118,112,104745,2,,Rafael Nadal,L,185,ESP,23.62765229,2,9310,104259,27,,Philipp Kohlschreiber,R,178,GER,26.2587269,26,1260,6-4 6-2 2-6 7-5,5,R32,210,6,3,138,84,58,28,19,12,15,11,4,128,78,53,24,19,7,12,Nadal,Kohlschreiber
980,2010-580,Australian Open,Hard,128,G,20100118,113,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,103720,22,,Lleyton Hewitt,R,180,AUS,28.89801506,22,1600,6-2 6-3 6-4,5,R16,115,7,0,79,50,38,19,14,4,5,5,2,100,61,37,18,13,10,15,Federer,Hewitt
981,2010-580,Australian Open,Hard,128,G,20100118,114,103786,6,,Nikolay Davydenko,R,178,RUS,28.62970568,6,4930,104269,9,,Fernando Verdasco,L,188,ESP,26.17659138,9,3300,6-2 7-5 4-6 6-7(5) 6-3,5,R16,237,6,5,173,108,73,37,26,8,12,14,20,155,88,64,30,25,5,12,Davydenko,Verdasco
982,2010-580,Australian Open,Hard,128,G,20100118,115,104925,3,,Novak Djokovic,R,188,SRB,22.66119097,3,8310,103997,,,Lukasz Kubot,R,190,POL,27.67693361,86,573,6-1 6-2 7-5,5,R16,115,10,1,74,51,41,16,14,1,2,4,4,76,46,31,10,13,3,9,Djokovic,Kubot
983,2010-580,Australian Open,Hard,128,G,20100118,116,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.75564682,10,2875,104597,26,,Nicolas Almagro,R,183,ESP,24.41067762,25,1305,6-3 6-4 4-6 6-7(6) 9-7,5,R16,213,25,4,161,93,79,43,29,3,4,13,1,173,133,100,21,28,8,11,Wilfried Tsonga,Almagro
984,2010-580,Australian Open,Hard,128,G,20100118,117,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,103602,11,,Fernando Gonzalez,R,183,CHI,29.47296372,11,2870,6-3 3-6 4-6 7-5 6-2,5,R16,205,33,0,125,85,74,20,24,2,4,17,9,175,107,81,29,24,14,18,Roddick,Gonzalez
985,2010-580,Australian Open,Hard,128,G,20100118,118,105227,14,,Marin Cilic,R,198,CRO,21.30595483,14,2430,105223,4,,Juan Martin Del Potro,R,198,ARG,21.31964408,5,6580,5-7 6-4 7-5 5-7 6-3,5,R16,278,20,7,173,101,84,34,28,7,10,19,3,181,108,78,40,27,12,16,Cilic,Martin Del Potro
986,2010-580,Australian Open,Hard,128,G,20100118,119,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,104545,33,,John Isner,R,206,USA,24.73100616,28,1260,7-6(4) 6-3 6-2,5,R16,132,5,1,90,65,53,17,15,4,4,14,2,89,61,43,8,14,3,5,Murray,Isner
987,2010-580,Australian Open,Hard,128,G,20100118,120,104745,2,,Rafael Nadal,L,185,ESP,23.62765229,2,9310,103333,,,Ivo Karlovic,R,208,CRO,30.88843258,39,1015,6-4 4-6 6-4 6-4,5,R16,156,2,2,102,72,56,22,20,1,2,28,2,106,73,56,21,20,3,6,Nadal,Karlovic
988,2010-580,Australian Open,Hard,128,G,20100118,121,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,103786,6,,Nikolay Davydenko,R,178,RUS,28.62970568,6,4930,2-6 6-3 6-0 7-5,5,QF,156,8,4,122,73,49,24,18,14,19,1,4,107,66,39,16,17,6,14,Federer,Davydenko
989,2010-580,Australian Open,Hard,128,G,20100118,122,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.75564682,10,2875,104925,3,,Novak Djokovic,R,188,SRB,22.66119097,3,8310,7-6(8) 6-7(5) 1-6 6-3 6-1,5,QF,232,19,2,168,109,74,28,23,10,16,2,9,145,100,67,22,24,4,11,Wilfried Tsonga,Djokovic
990,2010-580,Australian Open,Hard,128,G,20100118,123,105227,14,,Marin Cilic,R,198,CRO,21.30595483,14,2430,104053,7,,Andy Roddick,R,188,USA,27.38672142,7,4510,7-6(4) 6-3 3-6 2-6 6-3,5,QF,230,20,6,155,77,58,36,24,10,16,15,1,141,90,62,26,23,8,13,Cilic,Roddick
991,2010-580,Australian Open,Hard,128,G,20100118,124,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,104745,2,,Rafael Nadal,L,185,ESP,23.62765229,2,9310,6-3 7-6(2) 3-0 RET,5,QF,150,12,1,97,57,44,18,13,10,12,1,1,72,48,30,10,11,6,10,Murray,Nadal
992,2010-580,Australian Open,Hard,128,G,20100118,125,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.75564682,10,2875,6-2 6-3 6-2,5,SF,88,4,0,69,44,37,17,13,0,0,6,5,70,42,28,11,12,5,10,Federer,Wilfried Tsonga
993,2010-580,Australian Open,Hard,128,G,20100118,126,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,105227,14,,Marin Cilic,R,198,CRO,21.30595483,14,2430,3-6 6-4 6-4 6-2,5,SF,182,4,1,107,68,51,23,19,6,9,6,6,124,70,49,24,18,11,16,Murray,Cilic
994,2010-580,Australian Open,Hard,128,G,20100118,127,103819,1,,Roger Federer,R,185,SUI,28.44626968,1,10550,104918,5,,Andy Murray,R,190,GBR,22.68035592,4,6780,6-3 6-4 7-6(11),5,F,161,11,2,112,75,54,22,16,6,8,10,4,104,58,40,24,15,8,12,Federer,Murray
995,2010-506,Buenos Aires,Clay,32,A,20100215,1,103970,1,,David Ferrer,R,175,ESP,27.87405886,19,1780,103752,,,Simon Greul,R,185,GER,28.84325804,60,729,6-2 7-6(3),3,R32,102,3,1,65,44,31,11,10,2,5,0,7,89,46,27,18,10,12,17,Ferrer,Greul
996,2010-506,Buenos Aires,Clay,32,A,20100215,2,104523,,,Frederico Gil,R,178,POR,24.89801506,109,495,103429,,,Peter Luczak,R,183,AUS,30.46132786,72,649,6-2 6-4,3,R32,87,3,2,58,31,23,15,9,4,5,2,3,55,25,16,12,9,1,5,Gil,Luczak
997,2010-506,Buenos Aires,Clay,32,A,20100215,3,104719,,,Marcel Granollers,R,190,ESP,23.84668036,105,508,103675,,Q,Diego Junqueira,L,178,ARG,29.13347023,187,255,6-1 6-2,3,R32,61,0,1,36,23,20,8,7,0,0,0,1,45,37,17,3,8,4,9,Granollers,Junqueira
998,2010-506,Buenos Aires,Clay,32,A,20100215,4,104214,6,,Igor Andreev,R,185,RUS,26.5927447,38,1040,104926,,,Fabio Fognini,R,178,ITA,22.73237509,57,780,7-5 7-6(4),3,R32,128,3,3,95,53,34,19,12,7,11,0,6,81,41,30,14,12,3,8,Andreev,Fognini
999,2010-506,Buenos Aires,Clay,32,A,20100215,5,104593,,,Daniel Gimeno Traver,R,185,ESP,24.52566735,80,613,104597,3,,Nicolas Almagro,R,183,ESP,24.48733744,26,1370,6-7(4) 7-6(6) 6-3,3,R32,150,6,2,109,75,55,21,17,2,3,5,3,96,64,46,20,16,1,3,Gimeno Traver,Almagro
